date,direction,start_time,end_time,duration_s,num_bins,peak_time,peak_vx,peak_abs_vx,mean_vx,mean_vy,mean_vz
2017-01-04,tailward_fastflow_candidate,2017-01-04 10:20:45,2017-01-04 10:21:10,30.0,6,2017-01-04 10:21:10,-431.3822021484375,431.3822021484375,-363.18055216471356,85.29978624979655,69.69354724884033
2017-01-04,tailward_fastflow_candidate,2017-01-04 11:33:20,2017-01-04 11:33:35,20.0,4,2017-01-04 11:33:20,-343.0361633300781,343.0361633300781,-326.8062515258789,48.975422859191895,49.44837188720703
2017-01-05,tailward_fastflow_candidate,2017-01-05 04:30:45,2017-01-05 04:31:10,30.0,6,2017-01-05 04:30:50,-444.3698425292969,444.3698425292969,-390.7609380086263,-30.13189633687337,11.629583676656088
2017-01-05,tailward_fastflow_candidate,2017-01-05 04:38:05,2017-01-05 04:38:25,25.0,5,2017-01-05 04:38:10,-425.4104309082031,425.4104309082031,-364.53009338378905,1.8691506385803223,-21.222915649414062
2017-01-05,tailward_fastflow_candidate,2017-01-05 04:40:15,2017-01-05 04:44:15,245.0,49,2017-01-05 04:42:45,-481.91278076171875,481.91278076171875,-425.51626711475603,-7.075169558427771,-3.566034579763607
2017-01-05,tailward_fastflow_candidate,2017-01-05 04:46:50,2017-01-05 04:48:00,75.0,15,2017-01-05 04:47:55,-468.61871337890625,468.61871337890625,-388.80467834472654,-5.305188719431559,-32.17595653533935
2017-01-05,tailward_fastflow_candidate,2017-01-05 04:48:15,2017-01-05 04:48:25,15.0,3,2017-01-05 04:48:20,-387.1785888671875,387.1785888671875,-344.7166035970052,72.24906794230144,-55.363599141438804
2017-01-05,tailward_fastflow_candidate,2017-01-05 04:48:40,2017-01-05 04:49:05,30.0,6,2017-01-05 04:48:40,-394.29937744140625,394.29937744140625,-366.26093037923175,31.374075432618458,10.368331591288248
2017-01-05,tailward_fastflow_candidate,2017-01-05 04:56:15,2017-01-05 04:56:20,10.0,2,2017-01-05 04:56:20,-394.9115295410156,394.9115295410156,-351.68231201171875,17.112628936767578,54.059481620788574
2017-01-05,tailward_fastflow_candidate,2017-01-05 04:57:35,2017-01-05 04:58:00,30.0,6,2017-01-05 04:57:50,-447.48297119140625,447.48297119140625,-408.0009587605794,-38.046565890312195,31.229464213053387
2017-01-05,tailward_fastflow_candidate,2017-01-05 05:01:50,2017-01-05 05:17:15,930.0,186,2017-01-05 05:04:20,-572.5296630859375,572.5296630859375,-497.3920146983157,-12.630467522368637,-7.7017915787235385
2017-01-05,tailward_fastflow_candidate,2017-01-05 05:18:10,2017-01-05 05:19:30,85.0,17,2017-01-05 05:18:50,-480.8773498535156,480.8773498535156,-438.0396827248966,-24.197286185096292,-21.208799306084128
2017-01-05,tailward_fastflow_candidate,2017-01-05 05:19:40,2017-01-05 05:20:15,40.0,8,2017-01-05 05:19:55,-491.41583251953125,491.41583251953125,-400.9324321746826,-21.170397758483887,-3.06592059135437
2017-01-05,tailward_fastflow_candidate,2017-01-05 05:20:25,2017-01-05 05:31:55,695.0,139,2017-01-05 05:21:35,-547.453125,547.453125,-479.116794723401,-32.84538129979758,-25.03433862521494
2017-01-05,tailward_fastflow_candidate,2017-01-05 05:32:05,2017-01-05 05:32:10,10.0,2,2017-01-05 05:32:05,-335.3883361816406,335.3883361816406,-326.4059753417969,-103.02541732788086,-48.88178539276123
2017-01-05,tailward_fastflow_candidate,2017-01-05 05:32:50,2017-01-05 05:33:10,25.0,5,2017-01-05 05:33:05,-447.5311279296875,447.5311279296875,-371.20513916015625,-43.724885910749435,-33.37858066558838
2017-01-05,tailward_fastflow_candidate,2017-01-05 05:33:20,2017-01-05 05:33:50,35.0,7,2017-01-05 05:33:20,-448.79266357421875,448.79266357421875,-374.9231262207031,-9.22389098576137,-85.65088898794991
2017-01-05,tailward_fastflow_candidate,2017-01-05 05:35:30,2017-01-05 05:35:35,10.0,2,2017-01-05 05:35:35,-408.2408752441406,408.2408752441406,-379.36151123046875,-45.75339317321777,-68.42652130126953
2017-01-05,tailward_fastflow_candidate,2017-01-05 05:41:40,2017-01-05 05:43:20,105.0,21,2017-01-05 05:43:20,-493.80908203125,493.80908203125,-431.9444558279855,-26.30684148697626,-46.48730791182745
2017-01-05,tailward_fastflow_candidate,2017-01-05 05:43:50,2017-01-05 05:59:35,950.0,190,2017-01-05 05:46:10,-511.4030456542969,511.4030456542969,-447.6990728277909,-24.371573071064134,-29.165025758743287
2017-01-05,tailward_fastflow_candidate,2017-01-05 06:00:20,2017-01-05 06:10:25,610.0,122,2017-01-05 06:08:05,-505.1050720214844,505.1050720214844,-434.49566237652886,-49.7855555795927,-56.37063233578792
2017-01-05,tailward_fastflow_candidate,2017-01-05 06:10:35,2017-01-05 06:10:50,20.0,4,2017-01-05 06:10:50,-377.00408935546875,377.00408935546875,-346.3817329406738,7.301770448684692,-115.7389030456543
2017-01-05,tailward_fastflow_candidate,2017-01-05 06:11:30,2017-01-05 06:12:05,40.0,8,2017-01-05 06:11:40,-462.3263854980469,462.3263854980469,-413.2821273803711,-78.346018075943,-7.23110556602478
2017-01-05,tailward_fastflow_candidate,2017-01-05 06:12:45,2017-01-05 06:13:40,60.0,12,2017-01-05 06:13:15,-482.8634033203125,482.8634033203125,-425.7204195658366,-11.524720708529154,29.43839395046234
2017-01-05,tailward_fastflow_candidate,2017-01-05 06:14:10,2017-01-05 06:15:00,55.0,11,2017-01-05 06:15:00,-424.5803527832031,424.5803527832031,-377.1705974232067,-61.71346048875289,9.620357860218395
2017-01-05,tailward_fastflow_candidate,2017-01-05 06:19:25,2017-01-05 06:28:05,525.0,105,2017-01-05 06:24:30,-512.7538452148438,512.7538452148438,-457.30196489606584,-28.866993742613566,-17.41711468469529
2017-01-05,tailward_fastflow_candidate,2017-01-05 07:19:35,2017-01-05 07:20:15,45.0,9,2017-01-05 07:19:55,-486.50177001953125,486.50177001953125,-447.4231770833333,15.99535964594947,-55.07583257887099
2017-01-05,tailward_fastflow_candidate,2017-01-05 07:49:50,2017-01-05 07:49:55,10.0,2,2017-01-05 07:49:55,-321.3438720703125,321.3438720703125,-314.0697021484375,-44.685277700424194,42.85713243484497
2017-01-05,tailward_fastflow_candidate,2017-01-05 09:12:15,2017-01-05 09:12:20,10.0,2,2017-01-05 09:12:20,-311.9053955078125,311.9053955078125,-309.9869689941406,-129.1173095703125,29.836233139038086
2017-01-05,tailward_fastflow_candidate,2017-01-05 09:12:40,2017-01-05 09:14:05,90.0,18,2017-01-05 09:13:00,-484.41473388671875,484.41473388671875,-451.5872056749132,9.406968348556095,-5.588775846693251
2017-01-05,tailward_fastflow_candidate,2017-01-05 09:14:15,2017-01-05 09:15:55,105.0,21,2017-01-05 09:15:50,-459.8210754394531,459.8210754394531,-429.34991963704425,2.334186191005366,-2.376667022705078
2017-01-05,tailward_fastflow_candidate,2017-01-05 11:52:00,2017-01-05 11:52:10,15.0,3,2017-01-05 11:52:05,-474.6612854003906,474.6612854003906,-430.7303466796875,12.861227671305338,-20.437875111897785
2017-01-05,tailward_fastflow_candidate,2017-01-05 11:52:40,2017-01-05 11:54:45,130.0,26,2017-01-05 11:54:05,-539.37060546875,539.37060546875,-462.8608627319336,51.669253551043,-8.82914242377648
2017-01-06,tailward_fastflow_candidate,2017-01-06 03:07:20,2017-01-06 03:07:35,20.0,4,2017-01-06 03:07:25,-344.9988098144531,344.9988098144531,-320.9028091430664,-93.47601318359375,-192.42949295043945
2017-01-06,tailward_fastflow_candidate,2017-01-06 03:07:50,2017-01-06 03:07:55,10.0,2,2017-01-06 03:07:55,-309.62298583984375,309.62298583984375,-306.51959228515625,-152.47635650634766,-86.92399024963379
2017-01-06,tailward_fastflow_candidate,2017-01-06 05:40:30,2017-01-06 05:40:50,25.0,5,2017-01-06 05:40:35,-437.6720886230469,437.6720886230469,-360.1426025390625,-91.51526641845703,-143.72649688720702
2017-01-06,tailward_fastflow_candidate,2017-01-06 05:41:00,2017-01-06 05:41:15,20.0,4,2017-01-06 05:41:05,-329.473388671875,329.473388671875,-319.78892517089844,-4.0668556690216064,16.08140516281128
2017-01-06,tailward_fastflow_candidate,2017-01-06 05:47:25,2017-01-06 05:48:05,45.0,9,2017-01-06 05:47:30,-572.9794921875,572.9794921875,-412.2445560031467,150.97891998291016,32.6142512427436
2017-01-06,tailward_fastflow_candidate,2017-01-06 05:48:55,2017-01-06 05:49:05,15.0,3,2017-01-06 05:49:00,-501.68548583984375,501.68548583984375,-453.6082356770833,-78.03927230834961,-22.44117546081543
2017-01-06,tailward_fastflow_candidate,2017-01-06 05:54:50,2017-01-06 05:55:00,15.0,3,2017-01-06 05:54:55,-567.7401733398438,567.7401733398438,-471.52051798502606,-86.69500295321147,25.580098470052082
2017-01-06,tailward_fastflow_candidate,2017-01-06 05:56:05,2017-01-06 05:56:30,30.0,6,2017-01-06 05:56:15,-408.9079895019531,408.9079895019531,-359.1356506347656,52.49327802658081,24.40111796061198
2017-01-06,tailward_fastflow_candidate,2017-01-06 05:58:15,2017-01-06 05:58:20,10.0,2,2017-01-06 05:58:15,-337.1577453613281,337.1577453613281,-332.56524658203125,-1.3626108169555664,64.54031753540039
2017-01-06,tailward_fastflow_candidate,2017-01-06 06:46:40,2017-01-06 06:47:00,25.0,5,2017-01-06 06:46:50,-567.23583984375,567.23583984375,-454.90379638671874,11.439669799804687,-22.438277626037596
2017-01-06,tailward_fastflow_candidate,2017-01-06 06:47:10,2017-01-06 06:47:30,25.0,5,2017-01-06 06:47:20,-441.2228088378906,441.2228088378906,-380.0833312988281,-32.339385223388675,102.5163200378418
2017-01-06,tailward_fastflow_candidate,2017-01-06 06:50:55,2017-01-06 06:51:10,20.0,4,2017-01-06 06:51:10,-389.55474853515625,389.55474853515625,-358.67700958251953,47.473052859306335,132.47790908813477
2017-01-06,tailward_fastflow_candidate,2017-01-06 06:51:25,2017-01-06 06:51:50,30.0,6,2017-01-06 06:51:30,-423.2275390625,423.2275390625,-352.4897282918294,62.03124554951986,161.0086669921875
2017-01-06,tailward_fastflow_candidate,2017-01-06 06:52:00,2017-01-06 06:52:35,40.0,8,2017-01-06 06:52:25,-540.9884033203125,540.9884033203125,-462.94375801086426,104.71697425842285,177.46754026412964
2017-01-06,tailward_fastflow_candidate,2017-01-06 06:53:15,2017-01-06 06:54:00,50.0,10,2017-01-06 06:53:40,-387.5136413574219,387.5136413574219,-361.1189239501953,116.1939219802618,122.23129715919495
2017-01-06,tailward_fastflow_candidate,2017-01-06 06:55:35,2017-01-06 06:56:10,40.0,8,2017-01-06 06:55:50,-474.6391906738281,474.6391906738281,-413.06419944763184,59.16980171203613,89.69990015029907
2017-01-06,tailward_fastflow_candidate,2017-01-06 06:57:20,2017-01-06 06:57:30,15.0,3,2017-01-06 06:57:20,-379.9919738769531,379.9919738769531,-361.1339111328125,58.043112436930336,-77.10658582051595
2017-01-06,tailward_fastflow_candidate,2017-01-06 06:58:10,2017-01-06 06:58:15,10.0,2,2017-01-06 06:58:10,-355.2530822753906,355.2530822753906,-343.2296905517578,-49.51785373687744,-80.61767864227295
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:04:25,2017-01-06 07:04:30,10.0,2,2017-01-06 07:04:30,-338.1917724609375,338.1917724609375,-324.5189971923828,-82.80559349060059,-131.95148849487305
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:04:45,2017-01-06 07:08:00,200.0,40,2017-01-06 07:06:00,-676.0372924804688,676.0372924804688,-531.007530593872,27.26886169910431,2.0378924369812013
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:08:25,2017-01-06 07:08:35,15.0,3,2017-01-06 07:08:35,-479.76153564453125,479.76153564453125,-467.9341125488281,82.44855213165283,7.836881001790364
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:12:20,2017-01-06 07:12:25,10.0,2,2017-01-06 07:12:20,-333.4303894042969,333.4303894042969,-331.4047088623047,-89.24747562408447,-75.48471641540527
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:19:00,2017-01-06 07:19:10,15.0,3,2017-01-06 07:19:00,-390.4049072265625,390.4049072265625,-376.1653772989909,58.24327818552653,91.03830019632976
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:20:30,2017-01-06 07:20:40,15.0,3,2017-01-06 07:20:35,-515.9129028320312,515.9129028320312,-458.20660909016925,1.6700057983398438,-40.76416269938151
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:21:20,2017-01-06 07:21:55,40.0,8,2017-01-06 07:21:55,-625.0850830078125,625.0850830078125,-443.0281677246094,-36.519822001457214,-12.30146324634552
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:24:55,2017-01-06 07:27:30,160.0,32,2017-01-06 07:25:45,-629.3582153320312,629.3582153320312,-515.9393544197083,14.69892253074795,-9.679166197776794
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:27:40,2017-01-06 07:28:05,30.0,6,2017-01-06 07:27:50,-587.4619140625,587.4619140625,-512.6188405354818,81.25954882303874,134.16674168904623
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:28:15,2017-01-06 07:28:20,10.0,2,2017-01-06 07:28:15,-333.0617980957031,333.0617980957031,-321.6727752685547,67.79344367980957,204.24388122558594
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:48:40,2017-01-06 07:48:50,15.0,3,2017-01-06 07:48:45,-405.9324951171875,405.9324951171875,-366.8596496582031,9.225188573201498,-134.44740295410156
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:50:45,2017-01-06 07:50:55,15.0,3,2017-01-06 07:50:55,-413.5093994140625,413.5093994140625,-346.72083536783856,-90.08656438191731,-144.88973744710287
2017-01-06,tailward_fastflow_candidate,2017-01-06 07:51:20,2017-01-06 07:51:45,30.0,6,2017-01-06 07:51:45,-509.65679931640625,509.65679931640625,-447.2469736735026,-10.689435640970865,-152.44363911946616
2017-01-06,tailward_fastflow_candidate,2017-01-06 08:02:05,2017-01-06 08:06:15,255.0,51,2017-01-06 08:03:50,-627.9579467773438,627.9579467773438,-486.77174347522214,-20.620720565903422,-54.305548200420304
2017-01-06,tailward_fastflow_candidate,2017-01-06 08:11:40,2017-01-06 08:12:20,45.0,9,2017-01-06 08:11:50,-397.3287353515625,397.3287353515625,-354.6469438340929,-98.91464636060927,170.48939259847006
2017-01-06,tailward_fastflow_candidate,2017-01-06 08:14:10,2017-01-06 08:14:15,10.0,2,2017-01-06 08:14:15,-394.65350341796875,394.65350341796875,-354.02764892578125,-47.00020217895508,-25.295846939086914
2017-01-06,tailward_fastflow_candidate,2017-01-06 08:24:15,2017-01-06 08:27:05,175.0,35,2017-01-06 08:26:45,-636.7450561523438,636.7450561523438,-431.6049516950335,-122.92298834664481,25.474396078927175
2017-01-06,tailward_fastflow_candidate,2017-01-06 08:27:15,2017-01-06 08:29:10,120.0,24,2017-01-06 08:29:00,-640.796630859375,640.796630859375,-536.9022954305013,47.68090150753657,6.682170669237773
2017-01-06,tailward_fastflow_candidate,2017-01-06 08:29:30,2017-01-06 08:29:35,10.0,2,2017-01-06 08:29:35,-550.91064453125,550.91064453125,-479.3905487060547,82.08454513549805,-38.38980484008789
2017-01-06,tailward_fastflow_candidate,2017-01-06 08:36:05,2017-01-06 08:36:15,15.0,3,2017-01-06 08:36:10,-472.3455505371094,472.3455505371094,-403.1790771484375,61.53050931294759,130.01715087890625
2017-01-06,tailward_fastflow_candidate,2017-01-06 08:38:25,2017-01-06 08:38:35,15.0,3,2017-01-06 08:38:25,-575.257568359375,575.257568359375,-536.9554138183594,134.60657755533853,23.658085505167644
2017-01-06,tailward_fastflow_candidate,2017-01-06 08:53:50,2017-01-06 08:54:00,15.0,3,2017-01-06 08:53:55,-344.6481018066406,344.6481018066406,-331.06568400065106,7.0167694091796875,17.57497723897298
2017-01-06,tailward_fastflow_candidate,2017-01-06 09:10:05,2017-01-06 09:10:10,10.0,2,2017-01-06 09:10:05,-333.3773193359375,333.3773193359375,-327.16766357421875,122.22440719604492,30.250245094299316
2017-01-06,tailward_fastflow_candidate,2017-01-06 09:31:15,2017-01-06 09:31:45,35.0,7,2017-01-06 09:31:45,-338.6075134277344,338.6075134277344,-323.3752179827009,-8.85922282082694,-95.12044307163784
2017-01-07,earthward_candidate,2017-01-07 08:51:55,2017-01-07 08:52:10,20.0,4,2017-01-07 08:52:00,338.0318603515625,338.0318603515625,319.1829605102539,4.792754232883453,-89.4904556274414
2017-01-07,tailward_fastflow_candidate,2017-01-07 01:53:50,2017-01-07 01:54:00,15.0,3,2017-01-07 01:53:55,-381.81451416015625,381.81451416015625,-349.6372985839844,-84.74030431111653,-0.015432993570963541
2017-01-07,tailward_fastflow_candidate,2017-01-07 01:54:10,2017-01-07 01:54:15,10.0,2,2017-01-07 01:54:10,-304.83489990234375,304.83489990234375,-303.1926574707031,-138.7218017578125,-37.846877098083496
2017-01-07,tailward_fastflow_candidate,2017-01-07 03:45:50,2017-01-07 03:46:00,15.0,3,2017-01-07 03:46:00,-339.05859375,339.05859375,-331.6997782389323,-57.822952588399254,-161.90411376953125
2017-01-07,tailward_fastflow_candidate,2017-01-07 04:31:55,2017-01-07 04:32:05,15.0,3,2017-01-07 04:32:00,-325.0595703125,325.0595703125,-315.7530008951823,-37.71629778544108,19.16298484802246
2017-01-07,tailward_fastflow_candidate,2017-01-07 05:12:40,2017-01-07 05:13:55,80.0,16,2017-01-07 05:13:45,-487.00994873046875,487.00994873046875,-390.0931692123413,-0.4708506911993027,17.6109060049057
2017-01-07,tailward_fastflow_candidate,2017-01-07 05:37:40,2017-01-07 05:38:40,65.0,13,2017-01-07 05:38:15,-450.73748779296875,450.73748779296875,-392.4115811861478,47.68010365045988,-78.39715473468488
2017-01-07,tailward_fastflow_candidate,2017-01-07 06:39:45,2017-01-07 06:40:05,25.0,5,2017-01-07 06:39:55,-372.0020446777344,372.0020446777344,-339.4538879394531,-14.545142459869385,70.40661239624023
2017-01-07,tailward_fastflow_candidate,2017-01-07 07:39:00,2017-01-07 07:39:40,45.0,9,2017-01-07 07:39:15,-488.1744384765625,488.1744384765625,-387.9536624484592,11.71686511569553,-193.3634991115994
2017-01-07,tailward_fastflow_candidate,2017-01-07 07:47:50,2017-01-07 07:49:25,100.0,20,2017-01-07 07:48:40,-421.260498046875,421.260498046875,-371.6861183166504,-28.27293378673494,-29.57490482330322
2017-01-07,tailward_fastflow_candidate,2017-01-07 08:06:15,2017-01-07 08:06:40,30.0,6,2017-01-07 08:06:25,-443.2941589355469,443.2941589355469,-389.6605173746745,-71.64001909891765,-117.89230219523112
2017-01-07,tailward_fastflow_candidate,2017-01-07 08:16:40,2017-01-07 08:16:45,10.0,2,2017-01-07 08:16:45,-382.6146545410156,382.6146545410156,-360.60853576660156,39.24369239807129,-49.84030818939209
2017-01-07,tailward_fastflow_candidate,2017-01-07 08:19:00,2017-01-07 08:19:05,10.0,2,2017-01-07 08:19:00,-380.92779541015625,380.92779541015625,-345.9325408935547,-63.174628257751465,-133.03081512451172
2017-01-07,tailward_fastflow_candidate,2017-01-07 08:47:50,2017-01-07 08:48:25,40.0,8,2017-01-07 08:48:05,-405.28594970703125,405.28594970703125,-355.470890045166,56.16598251461983,-10.015101432800293
2017-01-07,tailward_fastflow_candidate,2017-01-07 09:07:25,2017-01-07 09:10:15,175.0,35,2017-01-07 09:09:50,-664.1212768554688,664.1212768554688,-497.4706364222935,40.124071546963286,120.47018359048026
2017-01-07,tailward_fastflow_candidate,2017-01-07 09:55:00,2017-01-07 09:55:25,30.0,6,2017-01-07 09:55:10,-471.4455261230469,471.4455261230469,-390.68695576985675,56.63034383455912,-232.4502970377604
